time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(m/s)
2022-01-02T04:12:57.825000,777.8,-698.4840088
2022-01-02T04:12:57.875000,777.85,-299.4418945
2022-01-02T04:12:57.925000,777.9,285.6001587
2022-01-02T04:12:57.975000,777.95,0.642204285
2022-01-02T04:12:58.025000,778,-373.3157349
2022-01-02T04:12:58.075000,778.05,-371.2736816
2022-01-02T04:12:58.125000,778.1,-189.2316437
2022-01-02T04:12:58.175000,778.15,46.8104248
2022-01-02T04:12:58.225000,778.2,90.85247803
2022-01-02T04:12:58.275000,778.25,-184.1054535
2022-01-02T04:12:58.325000,778.3,-355.0634155
2022-01-02T04:12:58.375000,778.35,-210.021347
2022-01-02T04:12:58.425000,778.4,-66.97929382
2022-01-02T04:12:58.475000,778.45,43.06276703
2022-01-02T04:12:58.525000,778.5,-104.8951721
2022-01-02T04:12:58.575000,778.55,-255.8531342
2022-01-02T04:12:58.625000,778.6,-78.81106567
2022-01-02T04:12:58.675000,778.65,42.23098755
2022-01-02T04:12:58.725000,778.7,182.2730408
2022-01-02T04:12:58.775000,778.75,-41.68490601
2022-01-02T04:12:58.825000,778.8,-392.6428833
2022-01-02T04:12:58.875000,778.85,-174.6007843
2022-01-02T04:12:58.925000,778.9,44.44126892
2022-01-02T04:12:58.975000,778.95,56.48332214
2022-01-02T04:12:59.025000,779,-70.47462463
2022-01-02T04:12:59.075000,779.05,-211.4325714
2022-01-02T04:12:59.125000,779.1,-222.3905182
2022-01-02T04:12:59.175000,779.15,-145.348465
2022-01-02T04:12:59.225000,779.2,29.69360352
2022-01-02T04:12:59.275000,779.25,-4.264343262
2022-01-02T04:12:59.325000,779.3,-121.2222748
2022-01-02T04:12:59.375000,779.35,-156.1802216
2022-01-02T04:12:59.425000,779.4,-164.1381683
2022-01-02T04:12:59.475000,779.45,117.9038849
2022-01-02T04:12:59.525000,779.5,279.9459229
2022-01-02T04:12:59.575000,779.55,-57.01199341
2022-01-02T04:12:59.625000,779.6,-77.96994019
2022-01-02T04:12:59.675000,779.65,171.072113
2022-01-02T04:12:59.725000,779.7,55.11416626
2022-01-02T04:12:59.775000,779.75,-35.84378052
2022-01-02T04:12:59.825000,779.8,-118.8017273
2022-01-02T04:12:59.875000,779.85,-111.7596588
2022-01-02T04:12:59.925000,779.9,4.282394409
2022-01-02T04:12:59.975000,779.95,-110.6755524
2022-01-02T04:13:00.025000,780,-57.63349915
2022-01-02T04:13:00.075000,780.05,82.40856171
2022-01-02T04:13:00.125000,780.1,15.45061493
2022-01-02T04:13:00.175000,780.15,-113.5073242
2022-01-02T04:13:00.225000,780.2,-77.465271
2022-01-02T04:13:00.275000,780.25,67.57678223
2022-01-02T04:13:00.325000,780.3,20.61884308
2022-01-02T04:13:00.375000,780.35,-52.33909607
2022-01-02T04:13:00.425000,780.4,7.702957153
2022-01-02T04:13:00.475000,780.45,-40.25498962
2022-01-02T04:13:00.525000,780.5,-56.2129364
2022-01-02T04:13:00.575000,780.55,185.8291168
2022-01-02T04:13:00.625000,780.6,199.8711853
2022-01-02T04:13:00.675000,780.65,24.9132309
2022-01-02T04:13:00.725000,780.7,-39.04470825
2022-01-02T04:13:00.775000,780.75,-19.00265503
2022-01-02T04:13:00.825000,780.8,161.0393982
2022-01-02T04:13:00.875000,780.85,170.0814514
2022-01-02T04:13:00.925000,780.9,5.123512268
2022-01-02T04:13:00.975000,780.95,-115.8344269
2022-01-02T04:13:01.025000,781,-100.7923737
2022-01-02T04:13:01.075000,781.05,121.2496796
2022-01-02T04:13:01.125000,781.1,164.291748
2022-01-02T04:13:01.175000,781.15,-14.66619873
2022-01-02T04:13:01.225000,781.2,-14.62414551
2022-01-02T04:13:01.275000,781.25,115.4179077
2022-01-02T04:13:01.325000,781.3,80.45996094
2022-01-02T04:13:01.375000,781.35,115.5020218
2022-01-02T04:13:01.425000,781.4,231.5440674
2022-01-02T04:13:01.475000,781.45,-14.41386414
2022-01-02T04:13:01.525000,781.5,-50.37181091
2022-01-02T04:13:01.575000,781.55,178.6702423
2022-01-02T04:13:01.625000,781.6,-31.28770447
2022-01-02T04:13:01.675000,781.65,-0.245643616
2022-01-02T04:13:01.725000,781.7,225.7964172
2022-01-02T04:13:01.775000,781.75,6.838470459
2022-01-02T04:13:01.825000,781.8,62.88052368
2022-01-02T04:13:01.875000,781.85,285.9225769
2022-01-02T04:13:01.925000,781.9,32.96463776
2022-01-02T04:13:01.975000,781.95,-122.9933014
2022-01-02T04:13:02.025000,782,-13.95124817
2022-01-02T04:13:02.075000,782.05,30.09080505
2022-01-02T04:13:02.125000,782.1,188.1328583
2022-01-02T04:13:02.175000,782.15,232.1749268
2022-01-02T04:13:02.225000,782.2,99.21697235
2022-01-02T04:13:02.275000,782.25,-46.7409668
2022-01-02T04:13:02.325000,782.3,-92.69891357
2022-01-02T04:13:02.375000,782.35,197.3431396
2022-01-02T04:13:02.425000,782.4,212.3851929
2022-01-02T04:13:02.475000,782.45,34.42725372
2022-01-02T04:13:02.525000,782.5,24.46931458
2022-01-02T04:13:02.575000,782.55,-151.4886322
2022-01-02T04:13:02.625000,782.6,74.55342102
2022-01-02T04:13:02.675000,782.65,424.595459
2022-01-02T04:13:02.725000,782.7,124.6375351
2022-01-02T04:13:02.775000,782.75,-86.32040405
2022-01-02T04:13:02.825000,782.8,3.72164917
2022-01-02T04:13:02.875000,782.85,75.76370239
2022-01-02T04:13:02.925000,782.9,304.8057556
2022-01-02T04:13:02.975000,782.95,249.8478088
2022-01-02T04:13:03.025000,783,-142.1101227
2022-01-02T04:13:03.075000,783.05,-163.0680695
2022-01-02T04:13:03.125000,783.1,144.9739838
2022-01-02T04:13:03.175000,783.15,201.0160522
2022-01-02T04:13:03.225000,783.2,21.05809784
2022-01-02T04:13:03.275000,783.25,84.10015869
2022-01-02T04:13:03.325000,783.3,-18.85778809
2022-01-02T04:13:03.375000,783.35,-152.8157196
2022-01-02T04:13:03.425000,783.4,299.2263184
2022-01-02T04:13:03.475000,783.45,383.2683716
2022-01-02T04:13:03.525000,783.5,-102.6895599
2022-01-02T04:13:03.575000,783.55,-197.6475067
2022-01-02T04:13:03.625000,783.6,70.39454651
2022-01-02T04:13:03.675000,783.65,195.4365997
2022-01-02T04:13:03.725000,783.7,173.4786682
2022-01-02T04:13:03.775000,783.75,106.5207138
2022-01-02T04:13:03.825000,783.8,-79.43722534
2022-01-02T04:13:03.875000,783.85,-13.39517212
2022-01-02T04:13:03.925000,783.9,110.6468811
2022-01-02T04:13:03.975000,783.95,0.688941956
2022-01-02T04:13:04.025000,784,128.7310028
2022-01-02T04:13:04.075000,784.05,93.77305603
2022-01-02T04:13:04.125000,784.1,-187.1848907
2022-01-02T04:13:04.175000,784.15,-127.1428375
2022-01-02T04:13:04.225000,784.2,266.899231
2022-01-02T04:13:04.275000,784.25,273.9412842
2022-01-02T04:13:04.325000,784.3,-191.0166779
2022-01-02T04:13:04.375000,784.35,-106.9746094
2022-01-02T04:13:04.425000,784.4,108.0674438
2022-01-02T04:13:04.475000,784.45,68.10949707
2022-01-02T04:13:04.525000,784.5,167.1515503
2022-01-02T04:13:04.575000,784.55,81.19361877
2022-01-02T04:13:04.625000,784.6,-104.764328
2022-01-02T04:13:04.675000,784.65,-13.72227478
2022-01-02T04:13:04.725000,784.7,307.3197632
2022-01-02T04:13:04.775000,784.75,221.3618469
2022-01-02T04:13:04.825000,784.8,-100.5960999
2022-01-02T04:13:04.875000,784.85,-136.5540619
2022-01-02T04:13:04.925000,784.9,-179.5120087
2022-01-02T04:13:04.975000,784.95,104.5300598
2022-01-02T04:13:05.025000,785,331.572113
2022-01-02T04:13:05.075000,785.05,-92.38581848
2022-01-02T04:13:05.125000,785.1,-301.34375
2022-01-02T04:13:05.175000,785.15,-71.30171204
2022-01-02T04:13:05.225000,785.2,172.7403412
2022-01-02T04:13:05.275000,785.25,189.7824097
2022-01-02T04:13:05.325000,785.3,0.824455261
2022-01-02T04:13:05.375000,785.35,-48.13348389
2022-01-02T04:13:05.425000,785.4,-65.09143066
2022-01-02T04:13:05.475000,785.45,-17.04937744
2022-01-02T04:13:05.525000,785.5,160.9926758
2022-01-02T04:13:05.575000,785.55,67.03473663
2022-01-02T04:13:05.625000,785.6,-81.92320251
2022-01-02T04:13:05.675000,785.65,-113.8811493
2022-01-02T04:13:05.725000,785.7,-40.83909607
2022-01-02T04:13:05.775000,785.75,184.2029572
2022-01-02T04:13:05.825000,785.8,144.2450104
2022-01-02T04:13:05.875000,785.85,-1.712928772
2022-01-02T04:13:05.925000,785.9,-122.6708679
2022-01-02T04:13:05.975000,785.95,-132.62883
2022-01-02T04:13:06.025000,786,51.41323853
2022-01-02T04:13:06.075000,786.05,-26.54470825
2022-01-02T04:13:06.125000,786.1,-7.502639771
2022-01-02T04:13:06.175000,786.15,32.53941345
2022-01-02T04:13:06.225000,786.2,-292.4185181
2022-01-02T04:13:06.275000,786.25,-220.3764801
2022-01-02T04:13:06.325000,786.3,197.6655884
2022-01-02T04:13:06.375000,786.35,109.707634
2022-01-02T04:13:06.425000,786.4,-277.2503052
2022-01-02T04:13:06.475000,786.45,-291.208252
2022-01-02T04:13:06.525000,786.5,54.83380127
2022-01-02T04:13:06.575000,786.55,215.8758545
2022-01-02T04:13:06.625000,786.6,15.91791534
2022-01-02T04:13:06.675000,786.65,-158.0400238
2022-01-02T04:13:06.725000,786.7,-99.99797058
2022-01-02T04:13:06.775000,786.75,260.0440674
2022-01-02T04:13:06.825000,786.8,221.0861359
2022-01-02T04:13:06.875000,786.85,-281.8718262
2022-01-02T04:13:06.925000,786.9,-158.8297577
2022-01-02T04:13:06.975000,786.95,-102.7876892
2022-01-02T04:13:07.025000,787,-151.7456207
2022-01-02T04:13:07.075000,787.05,270.2964172
2022-01-02T04:13:07.125000,787.1,168.3384705
2022-01-02T04:13:07.175000,787.15,-159.6194611
2022-01-02T04:13:07.225000,787.2,-178.5774078
2022-01-02T04:13:07.275000,787.25,-112.5353546
2022-01-02T04:13:07.325000,787.3,114.5066986
2022-01-02T04:13:07.375000,787.35,73.54875183
2022-01-02T04:13:07.425000,787.4,-146.4091949
2022-01-02T04:13:07.475000,787.45,-143.3671417
2022-01-02T04:13:07.525000,787.5,-98.32507324
2022-01-02T04:13:07.575000,787.55,83.71697998
2022-01-02T04:13:07.625000,787.6,175.7590332
2022-01-02T04:13:07.675000,787.65,-74.19891357
2022-01-02T04:13:07.725000,787.7,-137.1568451
2022-01-02T04:13:07.775000,787.75,-82.11479187
2022-01-02T04:13:07.825000,787.8,-90.07273865
2022-01-02T04:13:07.875000,787.85,110.9693146
2022-01-02T04:13:07.925000,787.9,134.0113678
2022-01-02T04:13:07.975000,787.95,-164.946579
2022-01-02T04:13:08.025000,788,-254.9045258
2022-01-02T04:13:08.075000,788.05,80.13754272
2022-01-02T04:13:08.125000,788.1,120.1795959
2022-01-02T04:13:08.175000,788.15,-186.7783356
2022-01-02T04:13:08.225000,788.2,-64.73628235
2022-01-02T04:13:08.275000,788.25,-39.69422913
2022-01-02T04:13:08.325000,788.3,-32.6521759
2022-01-02T04:13:08.375000,788.35,180.3898773
2022-01-02T04:13:08.425000,788.4,75.43193054
2022-01-02T04:13:08.475000,788.45,-68.52600098
2022-01-02T04:13:08.525000,788.5,-153.483963
2022-01-02T04:13:08.575000,788.55,-39.44189453
2022-01-02T04:13:08.625000,788.6,169.6001587
2022-01-02T04:13:08.675000,788.65,107.6422195
2022-01-02T04:13:08.725000,788.7,-127.3157196
2022-01-02T04:13:08.775000,788.75,-256.2736816
2022-01-02T04:13:08.825000,788.8,-34.23161316
2022-01-02T04:13:08.875000,788.85,103.8104401
2022-01-02T04:13:08.925000,788.9,-25.14750671
2022-01-02T04:13:08.975000,788.95,-79.10545349
2022-01-02T04:13:09.025000,789,-59.06338501
2022-01-02T04:13:09.075000,789.05,-105.0213318
2022-01-02T04:13:09.125000,789.1,-57.97927856
2022-01-02T04:13:09.175000,789.15,52.06277466
2022-01-02T04:13:09.225000,789.2,-96.89517212
2022-01-02T04:13:09.275000,789.25,-151.8531036
2022-01-02T04:13:09.325000,789.3,-13.81105042
2022-01-02T04:13:09.375000,789.35,-8.768997192
2022-01-02T04:13:09.425000,789.4,33.27305603
2022-01-02T04:13:09.475000,789.45,43.31511688
2022-01-02T04:13:09.525000,789.5,-117.6428223
2022-01-02T04:13:09.575000,789.55,-132.6007843
2022-01-02T04:13:09.625000,789.6,67.44128418
2022-01-02T04:13:09.675000,789.65,50.4833374
2022-01-02T04:13:09.725000,789.7,-78.47460938
2022-01-02T04:13:09.775000,789.75,-36.43254089
2022-01-02T04:13:09.825000,789.8,-33.39048767
2022-01-02T04:13:09.875000,789.85,-36.34843445
2022-01-02T04:13:09.925000,789.9,-57.30638123
2022-01-02T04:13:09.975000,789.95,-92.264328
2022-01-02T04:13:10.025000,790,-23.22227478
2022-01-02T04:13:10.075000,790.05,63.81978989
2022-01-02T04:13:10.125000,790.1,-18.13815308
2022-01-02T04:13:10.175000,790.15,-199.0960846
2022-01-02T04:13:10.225000,790.2,-38.05404663
2022-01-02T04:13:10.275000,790.25,148.9880066
2022-01-02T04:13:10.325000,790.3,-21.96992493
2022-01-02T04:13:10.375000,790.35,-111.9278717
2022-01-02T04:13:10.425000,790.4,-21.88581848
2022-01-02T04:13:10.475000,790.45,-56.84376526
2022-01-02T04:13:10.525000,790.5,-32.80171204
2022-01-02T04:13:10.575000,790.55,154.2403564
2022-01-02T04:13:10.625000,790.6,6.282409668
2022-01-02T04:13:10.675000,790.65,-217.6755524
2022-01-02T04:13:10.725000,790.7,-27.63348389
2022-01-02T04:13:10.775000,790.75,115.408577
2022-01-02T04:13:10.825000,790.8,41.45063019
2022-01-02T04:13:10.875000,790.85,88.49269104
2022-01-02T04:13:10.925000,790.9,-0.465255737
2022-01-02T04:13:10.975000,790.95,-258.4232178
2022-01-02T04:13:11.025000,791,-99.38114929
2022-01-02T04:13:11.075000,791.05,159.6609192
2022-01-02T04:13:11.125000,791.1,-16.29702759
2022-01-02T04:13:11.175000,791.15,-156.2549896
2022-01-02T04:13:11.225000,791.2,-4.212921143
2022-01-02T04:13:11.275000,791.25,43.82913971
2022-01-02T04:13:11.325000,791.3,113.8711929
2022-01-02T04:13:11.375000,791.35,135.9132538
2022-01-02T04:13:11.425000,791.4,-165.044693
2022-01-02T04:13:11.475000,791.45,-197.0026398
2022-01-02T04:13:11.525000,791.5,51.03941345
2022-01-02T04:13:11.575000,791.55,97.0814743
2022-01-02T04:13:11.625000,791.6,10.12352753
2022-01-02T04:13:11.675000,791.65,-50.83441162
2022-01-02T04:13:11.725000,791.7,-78.7923584
2022-01-02T04:13:11.775000,791.75,-21.75030518
2022-01-02T04:13:11.825000,791.8,209.291748
2022-01-02T04:13:11.875000,791.85,152.3338013
2022-01-02T04:13:11.925000,791.9,-219.6241302
2022-01-02T04:13:11.975000,791.95,-180.582077
2022-01-02T04:13:12.025000,792,180.4599762
2022-01-02T04:13:12.075000,792.05,223.5020447
2022-01-02T04:13:12.125000,792.1,28.54409027
2022-01-02T04:13:12.175000,792.15,-74.41384888
2022-01-02T04:13:12.225000,792.2,-198.3718109
2022-01-02T04:13:12.275000,792.25,-89.32974243
2022-01-02T04:13:12.325000,792.3,177.7123108
2022-01-02T04:13:12.375000,792.35,66.75437164
2022-01-02T04:13:12.425000,792.4,-114.2035675
2022-01-02T04:13:12.475000,792.45,-112.1615143
2022-01-02T04:13:12.525000,792.5,-24.11946106
2022-01-02T04:13:12.575000,792.55,131.9225922
2022-01-02T04:13:12.625000,792.6,205.9646606
2022-01-02T04:13:12.675000,792.65,75.00670624
2022-01-02T04:13:12.725000,792.7,-155.9512482
2022-01-02T04:13:12.775000,792.75,1.090820313
2022-01-02T04:13:12.825000,792.8,328.1328735
2022-01-02T04:13:12.875000,792.85,127.1749344
2022-01-02T04:13:12.925000,792.9,-159.7830048
2022-01-02T04:13:12.975000,792.95,-139.7409515
2022-01-02T04:13:13.025000,793,-27.69889832
2022-01-02T04:13:13.075000,793.05,209.3431549
2022-01-02T04:13:13.125000,793.1,305.3851929
2022-01-02T04:13:13.175000,793.15,-71.57272339
2022-01-02T04:13:13.225000,793.2,-369.5307007
2022-01-02T04:13:13.275000,793.25,-8.488616943
2022-01-02T04:13:13.325000,793.3,314.5534363
2022-01-02T04:13:13.375000,793.35,121.5954971
2022-01-02T04:13:13.425000,793.4,24.63755035
2022-01-02T04:13:13.475000,793.45,-89.32038879
2022-01-02T04:13:13.525000,793.5,-212.2783356
2022-01-02T04:13:13.575000,793.55,156.7637177
2022-01-02T04:13:13.625000,793.6,224.8057709
2022-01-02T04:13:13.675000,793.65,-116.1521759
2022-01-02T04:13:13.725000,793.7,-136.1101227
2022-01-02T04:13:13.775000,793.75,61.93194199
2022-01-02T04:13:13.825000,793.8,353.973999
2022-01-02T04:13:13.875000,793.85,218.0160522
2022-01-02T04:13:13.925000,793.9,-136.9418793
2022-01-02T04:13:13.975000,793.95,-187.899826
2022-01-02T04:13:14.025000,794,-135.8577728
2022-01-02T04:13:14.075000,794.05,258.1842651
2022-01-02T04:13:14.125000,794.1,274.2263184
2022-01-02T04:13:14.175000,794.15,-131.7316132
2022-01-02T04:13:14.225000,794.2,-78.68954468
2022-01-02T04:13:14.275000,794.25,-121.6474915
2022-01-02T04:13:14.325000,794.3,-20.60543823
2022-01-02T04:13:14.375000,794.35,345.436615
2022-01-02T04:13:14.425000,794.4,68.47866821
2022-01-02T04:13:14.475000,794.45,-281.479248
2022-01-02T04:13:14.525000,794.5,-62.43721008
2022-01-02T04:13:14.575000,794.55,132.6048431
2022-01-02T04:13:14.625000,794.6,61.64689636
2022-01-02T04:13:14.675000,794.65,52.68895721
2022-01-02T04:13:14.725000,794.7,3.731010437
2022-01-02T04:13:14.775000,794.75,-184.226944
2022-01-02T04:13:14.825000,794.8,-35.18487549
2022-01-02T04:13:14.875000,794.85,231.8571777
2022-01-02T04:13:14.925000,794.9,45.89923096
2022-01-02T04:13:14.975000,794.95,-93.05871582
2022-01-02T04:13:15.025000,795,-29.01664734
2022-01-02T04:13:15.075000,795.05,-80.97459412
2022-01-02T04:13:15.125000,795.1,59.06745911
2022-01-02T04:13:15.175000,795.15,143.1095123
2022-01-02T04:13:15.225000,795.2,-134.8484344
2022-01-02T04:13:15.275000,795.25,-182.8063812
2022-01-02T04:13:15.325000,795.3,78.23568726
2022-01-02T04:13:15.375000,795.35,113.2777405
2022-01-02T04:13:15.425000,795.4,-10.6802063
2022-01-02T04:13:15.475000,795.45,-56.63815308
2022-01-02T04:13:15.525000,795.5,-144.5960846
2022-01-02T04:13:15.575000,795.55,-100.5540314
2022-01-02T04:13:15.625000,795.6,147.4880219
2022-01-02T04:13:15.675000,795.65,137.5300751
2022-01-02T04:13:15.725000,795.7,-189.4278717
2022-01-02T04:13:15.775000,795.75,-224.3858185
2022-01-02T04:13:15.825000,795.8,119.6562424
2022-01-02T04:13:15.875000,795.85,211.6983032
2022-01-02T04:13:15.925000,795.9,5.740356445
2022-01-02T04:13:15.975000,795.95,-142.2175751
2022-01-02T04:13:16.025000,796,-199.1755219
2022-01-02T04:13:16.075000,796.05,-128.1334686
2022-01-02T04:13:16.125000,796.1,59.90858459
2022-01-02T04:13:16.175000,796.15,100.9506378
2022-01-02T04:13:16.225000,796.2,-24.00730896
2022-01-02T04:13:16.275000,796.25,-31.96525574
2022-01-02T04:13:16.325000,796.3,19.07680511
2022-01-02T04:13:16.375000,796.35,19.11886597
2022-01-02T04:13:16.425000,796.4,89.16091919
2022-01-02T04:13:16.475000,796.45,21.20297241
2022-01-02T04:13:16.525000,796.5,-177.7549591
2022-01-02T04:13:16.575000,796.55,-77.71290588
2022-01-02T04:13:16.625000,796.6,105.3291473
2022-01-02T04:13:16.675000,796.65,60.37120056
2022-01-02T04:13:16.725000,796.7,52.41325378
2022-01-02T04:13:16.775000,796.75,27.45531464
2022-01-02T04:13:16.825000,796.8,-110.5026398
2022-01-02T04:13:16.875000,796.85,-16.46057129
2022-01-02T04:13:16.925000,796.9,144.5814819
2022-01-02T04:13:16.975000,796.95,10.62353516
2022-01-02T04:13:17.025000,797,-104.3344116
2022-01-02T04:13:17.075000,797.05,-52.2923584
2022-01-02T04:13:17.125000,797.1,-54.25028992
2022-01-02T04:13:17.175000,797.15,-59.20823669
2022-01-02T04:13:17.225000,797.2,73.83381653
2022-01-02T04:13:17.275000,797.25,70.87586975
2022-01-02T04:13:17.325000,797.3,-134.082077
2022-01-02T04:13:17.375000,797.35,-85.04000854
2022-01-02T04:13:17.425000,797.4,41.00204468
2022-01-02T04:13:17.475000,797.45,-4.9559021
2022-01-02T04:13:17.525000,797.5,4.086151123
2022-01-02T04:13:17.575000,797.55,-1.871788025
2022-01-02T04:13:17.625000,797.6,-36.82972717
2022-01-02T04:13:17.675000,797.65,-1.78768158
2022-01-02T04:13:17.725000,797.7,50.25437927
2022-01-02T04:13:17.775000,797.75,77.2964325
2022-01-02T04:13:17.825000,797.8,14.33849335
2022-01-02T04:13:17.875000,797.85,-71.61946106
2022-01-02T04:13:17.925000,797.9,-45.57739258
2022-01-02T04:13:17.975000,797.95,8.464660645
2022-01-02T04:13:18.025000,798,39.50671387
2022-01-02T04:13:18.075000,798.05,-39.45123291
2022-01-02T04:13:18.125000,798.1,-119.4091797
2022-01-02T04:13:18.175000,798.15,-55.36711121
2022-01-02T04:13:18.225000,798.2,-19.32505798
2022-01-02T04:13:18.275000,798.25,81.71699524
2022-01-02T04:13:18.325000,798.3,57.75904846
2022-01-02T04:13:18.375000,798.35,-102.1988983
2022-01-02T04:13:18.425000,798.4,-95.15682983
2022-01-02T04:13:18.475000,798.45,19.88522339
2022-01-02T04:13:18.525000,798.5,149.9272766
2022-01-02T04:13:18.575000,798.55,56.96932983
2022-01-02T04:13:18.625000,798.6,-35.98861694
2022-01-02T04:13:18.675000,798.65,-94.94654846
2022-01-02T04:13:18.725000,798.7,-181.9044952
2022-01-02T04:13:18.775000,798.75,81.13755798
2022-01-02T04:13:18.825000,798.8,175.1796112
2022-01-02T04:13:18.875000,798.85,-113.7783356
2022-01-02T04:13:18.925000,798.9,-160.7362823
2022-01-02T04:13:18.975000,798.95,-92.69421387
2022-01-02T04:13:19.025000,799,-99.65216064
2022-01-02T04:13:19.075000,799.05,16.38989258
2022-01-02T04:13:19.125000,799.1,35.43195343
2022-01-02T04:13:19.175000,799.15,-136.5259857
2022-01-02T04:13:19.225000,799.2,-181.4839325
2022-01-02T04:13:19.275000,799.25,-15.44187927
2022-01-02T04:13:19.325000,799.3,56.60017395
2022-01-02T04:13:19.375000,799.35,-43.35777283
2022-01-02T04:13:19.425000,799.4,-21.3157196
2022-01-02T04:13:19.475000,799.45,-40.27365112
2022-01-02T04:13:19.525000,799.5,-61.2315979
2022-01-02T04:13:19.575000,799.55,137.8104553
2022-01-02T04:13:19.625000,799.6,124.8525085
2022-01-02T04:13:19.675000,799.65,-11.10543823
2022-01-02T04:13:19.725000,799.7,18.93662262
2022-01-02T04:13:19.775000,799.75,-69.02131653
2022-01-02T04:13:19.825000,799.8,-59.97926331
2022-01-02T04:13:19.875000,799.85,132.0627899
2022-01-02T04:13:19.925000,799.9,59.10485077
2022-01-02T04:13:19.975000,799.95,-45.85308838
2022-01-02T04:13:20.025000,800,-21.81103516
2022-01-02T04:13:20.075000,800.05,-11.76898193
2022-01-02T04:13:20.125000,800.1,35.27307129
2022-01-02T04:13:20.175000,800.15,4.315132141
2022-01-02T04:13:20.225000,800.2,-245.642807
2022-01-02T04:13:20.275000,800.25,-329.600769
2022-01-02T04:13:20.325000,800.3,142.4412994
2022-01-02T04:13:20.375000,800.35,225.4833527
2022-01-02T04:13:20.425000,800.4,-39.47459412
2022-01-02T04:13:20.475000,800.45,-52.43254089
2022-01-02T04:13:20.525000,800.5,-213.3904877
2022-01-02T04:13:20.575000,800.55,7.651580811
2022-01-02T04:13:20.625000,800.6,244.693634
2022-01-02T04:13:20.675000,800.65,104.7356873
2022-01-02T04:13:20.725000,800.7,42.77774811
2022-01-02T04:13:20.775000,800.75,-191.180191
2022-01-02T04:13:20.825000,800.8,-233.1381378
2022-01-02T04:13:20.875000,800.85,-91.09608459
2022-01-02T04:13:20.925000,800.9,-141.0540314
2022-01-02T04:13:20.975000,800.95,-142.0119781
2022-01-02T04:13:21.025000,801,-53.96990967
2022-01-02T04:13:21.075000,801.05,-1.927864075
2022-01-02T04:13:21.125000,801.1,-53.88580322
2022-01-02T04:13:21.175000,801.15,-97.84375
2022-01-02T04:13:21.225000,801.2,-78.80169678
2022-01-02T04:13:21.275000,801.25,-103.7596436
2022-01-02T04:13:21.325000,801.3,-74.71757507
2022-01-02T04:13:21.375000,801.35,4.324478149
2022-01-02T04:13:21.425000,801.4,-103.6334686
2022-01-02T04:13:21.475000,801.45,-157.5914154
2022-01-02T04:13:21.525000,801.5,-39.54936218
2022-01-02T04:13:21.575000,801.55,-31.5072937
2022-01-02T04:13:21.625000,801.6,15.53475952
2022-01-02T04:13:21.675000,801.65,32.57681274
2022-01-02T04:13:21.725000,801.7,-38.38113403
2022-01-02T04:13:21.775000,801.75,-98.33908081
2022-01-02T04:13:21.825000,801.8,-200.2970123
2022-01-02T04:13:21.875000,801.85,-81.25495911
2022-01-02T04:13:21.925000,801.9,-22.21290588
2022-01-02T04:13:21.975000,801.95,-228.1708527
2022-01-02T04:13:22.025000,802,-173.1287994
2022-01-02T04:13:22.075000,802.05,-122.086731
2022-01-02T04:13:22.125000,802.1,-164.044693
2022-01-02T04:13:22.175000,802.15,10.99737549
2022-01-02T04:13:22.225000,802.2,48.03942871
2022-01-02T04:13:22.275000,802.25,-7.918518066
2022-01-02T04:13:22.325000,802.3,-102.8764496
2022-01-02T04:13:22.375000,802.35,-173.8343964
2022-01-02T04:13:22.425000,802.4,-40.79234314
2022-01-02T04:13:22.475000,802.45,-48.75028992
2022-01-02T04:13:22.525000,802.5,-21.70823669
2022-01-02T04:13:22.575000,802.55,20.33382416
2022-01-02T04:13:22.625000,802.6,-111.624115
2022-01-02T04:13:22.675000,802.65,-17.58206177
2022-01-02T04:13:22.725000,802.7,-24.54000854
2022-01-02T04:13:22.775000,802.75,-159.4979401
2022-01-02T04:13:22.825000,802.8,-25.4559021
2022-01-02T04:13:22.875000,802.85,4.586158752
2022-01-02T04:13:22.925000,802.9,-70.3717804
2022-01-02T04:13:22.975000,802.95,-25.32972717
2022-01-02T04:13:23.025000,803,-65.28767395
2022-01-02T04:13:23.075000,803.05,-175.2456207
2022-01-02T04:13:23.125000,803.1,-88.20355225
2022-01-02T04:13:23.175000,803.15,73.83850098
2022-01-02T04:13:23.225000,803.2,29.8805542
2022-01-02T04:13:23.275000,803.25,-30.07739258
2022-01-02T04:13:23.325000,803.3,-63.03533936
2022-01-02T04:13:23.375000,803.35,-145.9932709
2022-01-02T04:13:23.425000,803.4,-75.95121765
2022-01-02T04:13:23.475000,803.45,77.09083557
2022-01-02T04:13:23.525000,803.5,64.13288879
2022-01-02T04:13:23.575000,803.55,-41.82505798
2022-01-02T04:13:23.625000,803.6,23.21700287
2022-01-02T04:13:23.675000,803.65,40.25905609
2022-01-02T04:13:23.725000,803.7,-97.69888306
2022-01-02T04:13:23.775000,803.75,56.34317017
2022-01-02T04:13:23.825000,803.8,146.3852234
2022-01-02T04:13:23.875000,803.85,-100.5727234
2022-01-02T04:13:23.925000,803.9,-106.5306549
2022-01-02T04:13:23.975000,803.95,58.51139832
2022-01-02T04:13:24.025000,804,92.55345154
2022-01-02T04:13:24.075000,804.05,28.59550476
2022-01-02T04:13:24.125000,804.1,-16.36244202
2022-01-02T04:13:24.175000,804.15,-13.32037354
